"Plot Title: 20568252"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568252, SEN S/N: 20568252)","Temp, °C (LGR S/N: 20568252, SEN S/N: 20568252)","Expired Sensor Cap (LGR S/N: 20568252)","End Of File (LGR S/N: 20568252)"
39,08/20/19 10:30:00 PM,7.56,23.80,,
40,08/20/19 10:45:00 PM,7.19,23.72,,
41,08/20/19 11:00:00 PM,6.90,23.64,,
42,08/20/19 11:15:00 PM,6.43,23.52,,
43,08/20/19 11:30:00 PM,6.37,23.40,,
44,08/20/19 11:45:00 PM,6.09,23.38,,
45,08/21/19 12:00:00 AM,6.14,23.36,,
46,08/21/19 12:15:00 AM,6.01,23.34,,
47,08/21/19 12:30:00 AM,5.59,23.30,,
48,08/21/19 12:45:00 AM,5.55,23.26,,
49,08/21/19 01:00:00 AM,5.44,23.24,,
50,08/21/19 01:15:00 AM,5.63,23.22,,
51,08/21/19 01:30:00 AM,6.56,23.18,,
52,08/21/19 01:45:00 AM,6.63,23.12,,
53,08/21/19 02:00:00 AM,6.59,23.06,,
54,08/21/19 02:15:00 AM,6.57,23.00,,
55,08/21/19 02:30:00 AM,6.62,22.94,,
56,08/21/19 02:45:00 AM,6.56,22.88,,
57,08/21/19 03:00:00 AM,6.60,22.82,,
58,08/21/19 03:15:00 AM,6.56,22.74,,
59,08/21/19 03:30:00 AM,6.46,22.68,,
60,08/21/19 03:45:00 AM,6.18,22.60,,
61,08/21/19 04:00:00 AM,6.37,22.52,,
62,08/21/19 04:15:00 AM,6.29,22.46,,
63,08/21/19 04:30:00 AM,6.19,22.40,,
64,08/21/19 04:45:00 AM,6.38,22.34,,
65,08/21/19 05:00:00 AM,6.22,22.26,,
66,08/21/19 05:15:00 AM,6.23,22.20,,
67,08/21/19 05:30:00 AM,6.08,22.14,,
68,08/21/19 05:45:00 AM,6.08,22.08,,
69,08/21/19 06:00:00 AM,6.02,21.98,,
70,08/21/19 06:15:00 AM,6.31,21.88,,
71,08/21/19 06:30:00 AM,6.08,21.76,,
72,08/21/19 06:45:00 AM,6.00,21.66,,
73,08/21/19 07:00:00 AM,6.12,21.60,,
74,08/21/19 07:15:00 AM,6.27,21.54,,
75,08/21/19 07:30:00 AM,6.21,21.50,,
76,08/21/19 07:45:00 AM,6.58,21.46,,
77,08/21/19 08:00:00 AM,6.90,21.44,,
78,08/21/19 08:15:00 AM,6.97,21.44,,
79,08/21/19 08:30:00 AM,6.92,21.46,,
80,08/21/19 08:45:00 AM,6.96,21.46,,
81,08/21/19 09:00:00 AM,7.11,21.48,,
82,08/21/19 09:15:00 AM,7.32,21.54,,
83,08/21/19 09:30:00 AM,7.57,21.64,,
84,08/21/19 09:45:00 AM,7.49,21.74,,
85,08/21/19 10:00:00 AM,7.65,21.82,,
86,08/21/19 10:15:00 AM,7.51,21.88,,
87,08/21/19 10:30:00 AM,7.64,21.92,,
88,08/21/19 10:45:00 AM,7.65,21.98,,
89,08/21/19 11:00:00 AM,7.64,22.04,,
90,08/21/19 11:15:00 AM,7.49,22.14,,
91,08/21/19 11:30:00 AM,7.40,22.26,,
92,08/21/19 11:45:00 AM,7.20,22.40,,
93,08/21/19 12:00:00 PM,7.12,22.60,,
94,08/21/19 12:15:00 PM,7.10,22.86,,
95,08/21/19 12:30:00 PM,6.77,23.02,,
96,08/21/19 12:45:00 PM,7.14,23.22,,
97,08/21/19 01:00:00 PM,7.10,23.40,,
98,08/21/19 01:15:00 PM,7.16,23.56,,
99,08/21/19 01:30:00 PM,7.47,23.76,,
100,08/21/19 01:45:00 PM,7.62,23.90,,
101,08/21/19 02:00:00 PM,7.76,23.94,,
102,08/21/19 02:15:00 PM,7.89,24.22,,
103,08/21/19 02:30:00 PM,7.99,24.62,,
104,08/21/19 02:45:00 PM,8.29,24.66,,
105,08/21/19 03:00:00 PM,8.20,24.76,,
106,08/21/19 03:15:00 PM,8.71,25.20,,
107,08/21/19 03:30:00 PM,8.74,25.72,,
108,08/21/19 03:45:00 PM,8.19,26.08,,
109,08/21/19 04:00:00 PM,8.19,26.30,,
110,08/21/19 04:15:00 PM,8.53,26.44,,
111,08/21/19 04:30:00 PM,8.44,26.62,,
112,08/21/19 04:45:00 PM,8.38,26.88,,
113,08/21/19 05:00:00 PM,8.52,27.18,,
114,08/21/19 05:15:00 PM,8.37,27.64,,
115,08/21/19 05:30:00 PM,8.23,28.02,,
116,08/21/19 05:45:00 PM,8.24,28.38,,
117,08/21/19 06:00:00 PM,8.19,28.62,,
118,08/21/19 06:15:00 PM,8.19,28.62,,
119,08/21/19 06:30:00 PM,8.17,28.46,,
120,08/21/19 06:45:00 PM,8.21,28.08,,
121,08/21/19 07:00:00 PM,8.08,27.50,,
122,08/21/19 07:15:00 PM,8.23,26.86,,
123,08/21/19 07:30:00 PM,8.20,26.36,,
124,08/21/19 07:45:00 PM,8.11,26.06,,
125,08/21/19 08:00:00 PM,8.10,25.82,,
126,08/21/19 08:15:00 PM,8.32,25.62,,
127,08/21/19 08:30:00 PM,8.17,25.42,,
128,08/21/19 08:45:00 PM,8.28,25.22,,
129,08/21/19 09:00:00 PM,8.14,25.08,,
130,08/21/19 09:15:00 PM,7.85,24.92,,
131,08/21/19 09:30:00 PM,7.48,24.78,,
132,08/21/19 09:45:00 PM,7.59,24.58,,
133,08/21/19 10:00:00 PM,7.35,24.44,,
134,08/21/19 10:15:00 PM,7.25,24.30,,
135,08/21/19 10:30:00 PM,7.16,24.16,,
136,08/21/19 10:45:00 PM,6.97,24.04,,
137,08/21/19 11:00:00 PM,6.46,23.78,,
138,08/21/19 11:15:00 PM,6.15,23.44,,
139,08/21/19 11:30:00 PM,6.33,23.26,,
140,08/21/19 11:45:00 PM,6.44,23.08,,
141,08/22/19 12:00:00 AM,6.30,22.94,,
142,08/22/19 12:15:00 AM,5.91,22.78,,
143,08/22/19 12:30:00 AM,6.25,22.72,,
144,08/22/19 12:45:00 AM,6.15,22.70,,
145,08/22/19 01:00:00 AM,5.89,22.68,,
146,08/22/19 01:15:00 AM,4.82,22.68,,
147,08/22/19 01:30:00 AM,4.83,22.72,,
148,08/22/19 01:45:00 AM,5.10,22.74,,
149,08/22/19 02:00:00 AM,4.93,22.80,,
150,08/22/19 02:15:00 AM,4.61,22.96,,
151,08/22/19 02:30:00 AM,4.53,23.06,,
152,08/22/19 02:45:00 AM,4.44,23.14,,
153,08/22/19 03:00:00 AM,4.47,23.20,,
154,08/22/19 03:15:00 AM,4.56,23.24,,
155,08/22/19 03:30:00 AM,4.60,23.28,,
156,08/22/19 03:45:00 AM,4.51,23.34,,
157,08/22/19 04:00:00 AM,5.39,23.42,,
158,08/22/19 04:15:00 AM,5.23,23.44,,
159,08/22/19 04:30:00 AM,5.31,23.44,,
160,08/22/19 04:45:00 AM,5.58,23.40,,
161,08/22/19 05:00:00 AM,5.48,23.36,,
162,08/22/19 05:15:00 AM,5.41,23.32,,
163,08/22/19 05:30:00 AM,5.91,23.28,,
164,08/22/19 05:45:00 AM,5.98,23.22,,
165,08/22/19 06:00:00 AM,5.98,23.16,,
166,08/22/19 06:15:00 AM,5.89,23.12,,
167,08/22/19 06:30:00 AM,5.72,23.06,,
168,08/22/19 06:45:00 AM,5.68,23.00,,
169,08/22/19 07:00:00 AM,5.78,22.94,,
170,08/22/19 07:15:00 AM,5.51,22.88,,
171,08/22/19 07:30:00 AM,5.42,22.86,,
172,08/22/19 07:45:00 AM,5.18,22.82,,
173,08/22/19 08:00:00 AM,5.15,22.78,,
174,08/22/19 08:15:00 AM,5.62,22.74,,
175,08/22/19 08:30:00 AM,5.93,22.74,,
176,08/22/19 08:45:00 AM,6.20,22.78,,
177,08/22/19 09:00:00 AM,6.41,22.90,,
178,08/22/19 09:15:00 AM,6.46,22.98,,
179,08/22/19 09:30:00 AM,6.66,23.02,,
180,08/22/19 09:45:00 AM,6.72,23.12,,
181,08/22/19 10:00:00 AM,7.00,23.18,,
182,08/22/19 10:15:00 AM,6.89,23.20,,
183,08/22/19 10:30:00 AM,6.98,23.22,,
184,08/22/19 10:45:00 AM,6.90,23.24,,
185,08/22/19 11:00:00 AM,6.30,23.18,,
186,08/22/19 11:15:00 AM,6.12,23.06,,
187,08/22/19 11:30:00 AM,6.10,23.02,,
188,08/22/19 11:45:00 AM,6.18,22.94,,
189,08/22/19 12:00:00 PM,6.34,22.96,,
190,08/22/19 12:15:00 PM,6.66,23.12,,
191,08/22/19 12:30:00 PM,6.88,23.26,,
192,08/22/19 12:45:00 PM,7.08,23.32,,
193,08/22/19 01:00:00 PM,7.26,23.32,,
194,08/22/19 01:15:00 PM,7.51,23.36,,
195,08/22/19 01:30:00 PM,7.95,23.50,,
196,08/22/19 01:45:00 PM,7.85,23.52,,
197,08/22/19 02:00:00 PM,8.23,23.62,,
198,08/22/19 02:15:00 PM,8.24,23.78,,
199,08/22/19 02:30:00 PM,8.63,23.94,,
200,08/22/19 02:45:00 PM,8.80,24.14,,
201,08/22/19 03:00:00 PM,8.53,24.34,,
202,08/22/19 03:15:00 PM,8.77,24.48,,
203,08/22/19 03:30:00 PM,8.94,24.62,,
204,08/22/19 03:45:00 PM,8.99,25.10,,
205,08/22/19 04:00:00 PM,9.18,25.82,,
206,08/22/19 04:15:00 PM,9.39,25.82,,
207,08/22/19 04:30:00 PM,9.27,25.84,,
208,08/22/19 04:45:00 PM,9.40,26.74,,
209,08/22/19 05:00:00 PM,9.40,27.28,,
210,08/22/19 05:15:00 PM,9.89,27.58,,
211,08/22/19 05:30:00 PM,8.31,27.80,,
212,08/22/19 05:45:00 PM,8.25,28.02,,
213,08/22/19 06:00:00 PM,8.24,28.14,,
214,08/22/19 06:15:00 PM,8.62,28.16,,
215,08/22/19 06:30:00 PM,8.60,28.14,,
216,08/22/19 06:45:00 PM,8.61,28.16,,
217,08/22/19 07:00:00 PM,8.40,28.06,,
218,08/22/19 07:15:00 PM,8.34,27.80,,
219,08/22/19 07:30:00 PM,8.24,27.54,,
220,08/22/19 07:45:00 PM,8.13,27.22,,
221,08/22/19 08:00:00 PM,8.18,26.98,,
222,08/22/19 08:15:00 PM,8.18,26.70,,
223,08/22/19 08:30:00 PM,8.13,26.48,,
224,08/22/19 08:45:00 PM,8.09,26.30,,
225,08/22/19 09:00:00 PM,7.99,26.06,,
226,08/22/19 09:15:00 PM,7.99,26.00,,
227,08/22/19 09:30:00 PM,7.89,25.82,,
228,08/22/19 09:45:00 PM,7.89,25.56,,
229,08/22/19 10:00:00 PM,7.66,25.30,,
230,08/22/19 10:15:00 PM,7.48,25.14,,
231,08/22/19 10:30:00 PM,7.32,25.02,,
232,08/22/19 10:45:00 PM,6.83,24.88,,
233,08/22/19 11:00:00 PM,6.20,24.64,,
234,08/22/19 11:15:00 PM,6.18,24.36,,
235,08/22/19 11:30:00 PM,6.19,24.06,,
236,08/22/19 11:45:00 PM,6.29,23.70,,
237,08/23/19 12:00:00 AM,6.58,23.44,,
238,08/23/19 12:15:00 AM,6.63,23.30,,
239,08/23/19 12:30:00 AM,6.55,23.18,,
240,08/23/19 12:45:00 AM,6.25,23.04,,
241,08/23/19 01:00:00 AM,5.82,22.96,,
242,08/23/19 01:15:00 AM,5.83,22.90,,
243,08/23/19 01:30:00 AM,5.63,22.86,,
244,08/23/19 01:45:00 AM,5.30,22.80,,
245,08/23/19 02:00:00 AM,5.62,22.78,,
246,08/23/19 02:15:00 AM,5.35,22.78,,
247,08/23/19 02:30:00 AM,5.32,22.78,,
248,08/23/19 02:45:00 AM,5.28,22.80,,
249,08/23/19 03:00:00 AM,5.03,22.94,,
250,08/23/19 03:15:00 AM,4.96,23.12,,
251,08/23/19 03:30:00 AM,4.78,23.26,,
252,08/23/19 03:45:00 AM,4.72,23.32,,
253,08/23/19 04:00:00 AM,4.72,23.40,,
254,08/23/19 04:15:00 AM,4.73,23.46,,
255,08/23/19 04:30:00 AM,4.76,23.50,,
256,08/23/19 04:45:00 AM,4.66,23.58,,
257,08/23/19 05:00:00 AM,4.85,23.64,,
258,08/23/19 05:15:00 AM,4.90,23.62,,
259,08/23/19 05:30:00 AM,5.69,23.60,,
260,08/23/19 05:45:00 AM,6.04,23.56,,
261,08/23/19 06:00:00 AM,6.04,23.50,,
262,08/23/19 06:15:00 AM,5.90,23.46,,
263,08/23/19 06:30:00 AM,5.82,23.42,,
264,08/23/19 06:45:00 AM,5.90,23.34,,
265,08/23/19 07:00:00 AM,5.83,23.30,,
266,08/23/19 07:15:00 AM,5.62,23.24,,
267,08/23/19 07:30:00 AM,5.71,23.18,,
268,08/23/19 07:45:00 AM,5.74,23.14,,
269,08/23/19 08:00:00 AM,5.69,23.10,,
270,08/23/19 08:15:00 AM,5.55,23.06,,
271,08/23/19 08:30:00 AM,5.72,23.10,,
272,08/23/19 08:45:00 AM,6.45,23.18,,
273,08/23/19 09:00:00 AM,6.14,23.28,,
274,08/23/19 09:15:00 AM,6.14,23.46,,
275,08/23/19 09:30:00 AM,6.54,23.64,,
276,08/23/19 09:45:00 AM,6.95,23.96,,
277,08/23/19 10:00:00 AM,6.77,24.22,,
278,08/23/19 10:15:00 AM,6.64,24.32,,
279,08/23/19 10:30:00 AM,6.60,24.28,,
280,08/23/19 10:45:00 AM,6.45,24.28,,
281,08/23/19 11:00:00 AM,6.76,24.30,,
282,08/23/19 11:15:00 AM,6.87,24.32,,
283,08/23/19 11:30:00 AM,6.89,24.40,,
284,08/23/19 11:45:00 AM,7.21,24.50,,
285,08/23/19 12:00:00 PM,6.95,24.58,,
286,08/23/19 12:15:00 PM,6.84,24.64,,
287,08/23/19 12:30:00 PM,6.79,24.64,,
288,08/23/19 12:45:00 PM,7.50,24.68,,
289,08/23/19 01:00:00 PM,6.92,24.64,,
290,08/23/19 01:15:00 PM,6.98,24.60,,
291,08/23/19 01:30:00 PM,6.41,24.58,,
292,08/23/19 01:45:00 PM,7.04,24.64,,
293,08/23/19 02:00:00 PM,7.34,24.80,,
294,08/23/19 02:15:00 PM,7.36,25.16,,
295,08/23/19 02:30:00 PM,7.64,25.26,,
296,08/23/19 02:45:00 PM,7.57,25.38,,
297,08/23/19 03:00:00 PM,6.96,25.56,,
298,08/23/19 03:15:00 PM,7.24,25.64,,
299,08/23/19 03:30:00 PM,7.77,25.96,,
300,08/23/19 03:45:00 PM,8.07,26.30,,
301,08/23/19 04:00:00 PM,8.56,26.56,,
302,08/23/19 04:15:00 PM,8.75,26.78,,
303,08/23/19 04:30:00 PM,8.65,26.88,,
304,08/23/19 04:45:00 PM,8.62,26.90,,
305,08/23/19 05:00:00 PM,8.62,26.96,,
306,08/23/19 05:15:00 PM,8.67,27.04,,
307,08/23/19 05:30:00 PM,8.62,27.02,,
308,08/23/19 05:45:00 PM,8.76,27.10,,
309,08/23/19 06:00:00 PM,8.63,27.18,,
310,08/23/19 06:15:00 PM,8.51,27.16,,
311,08/23/19 06:30:00 PM,8.47,27.16,,
312,08/23/19 06:45:00 PM,8.13,26.96,,
313,08/23/19 07:00:00 PM,8.24,26.68,,
314,08/23/19 07:15:00 PM,7.93,26.44,,
315,08/23/19 07:30:00 PM,7.85,26.28,,
316,08/23/19 07:45:00 PM,7.90,26.12,,
317,08/23/19 08:00:00 PM,7.73,26.02,,
318,08/23/19 08:15:00 PM,7.74,25.90,,
319,08/23/19 08:30:00 PM,7.57,25.78,,
320,08/23/19 08:45:00 PM,7.32,25.60,,
321,08/23/19 09:00:00 PM,7.43,25.42,,
322,08/23/19 09:15:00 PM,7.40,25.28,,
323,08/23/19 09:30:00 PM,7.24,25.20,,
324,08/23/19 09:45:00 PM,7.31,25.12,,
325,08/23/19 10:00:00 PM,7.22,25.02,,
326,08/23/19 10:15:00 PM,7.25,24.88,,
327,08/23/19 10:30:00 PM,7.21,24.76,,
328,08/23/19 10:45:00 PM,6.94,24.60,,
329,08/23/19 11:00:00 PM,6.50,24.48,,
330,08/23/19 11:15:00 PM,6.04,24.36,,
331,08/23/19 11:30:00 PM,5.77,24.20,,
332,08/23/19 11:45:00 PM,5.79,23.98,,
333,08/24/19 12:00:00 AM,5.43,23.78,,
334,08/24/19 12:15:00 AM,5.15,23.56,,
335,08/24/19 12:30:00 AM,5.01,23.40,,
336,08/24/19 12:45:00 AM,5.20,23.18,,
337,08/24/19 01:00:00 AM,5.42,22.96,,
338,08/24/19 01:15:00 AM,5.64,22.82,,
339,08/24/19 01:30:00 AM,6.10,22.70,,
340,08/24/19 01:45:00 AM,6.29,22.64,,
341,08/24/19 02:00:00 AM,6.53,22.56,,
342,08/24/19 02:15:00 AM,6.59,22.50,,
343,08/24/19 02:30:00 AM,6.62,22.44,,
344,08/24/19 02:45:00 AM,6.76,22.40,,
345,08/24/19 03:00:00 AM,6.68,22.36,,
346,08/24/19 03:15:00 AM,6.75,22.34,,
347,08/24/19 03:30:00 AM,6.68,22.36,,
348,08/24/19 03:45:00 AM,6.60,22.46,,
349,08/24/19 04:00:00 AM,6.36,22.60,,
350,08/24/19 04:15:00 AM,5.34,22.70,,
351,08/24/19 04:30:00 AM,5.29,22.68,,
352,08/24/19 04:45:00 AM,5.30,22.70,,
353,08/24/19 05:00:00 AM,5.05,22.74,,
354,08/24/19 05:15:00 AM,4.98,22.94,,
355,08/24/19 05:30:00 AM,4.93,23.00,,
356,08/24/19 05:45:00 AM,4.93,23.02,,
357,08/24/19 06:00:00 AM,4.60,23.04,,
358,08/24/19 06:15:00 AM,4.50,23.08,,
359,08/24/19 06:30:00 AM,4.40,23.10,,
360,08/24/19 06:45:00 AM,4.55,23.14,,
361,08/24/19 07:00:00 AM,4.79,23.14,,
362,08/24/19 07:15:00 AM,5.44,23.12,,
363,08/24/19 07:30:00 AM,5.65,23.10,,
364,08/24/19 07:45:00 AM,5.60,23.06,,
365,08/24/19 08:00:00 AM,5.73,23.04,,
366,08/24/19 08:15:00 AM,5.68,23.00,,
367,08/24/19 08:30:00 AM,5.84,22.98,,
368,08/24/19 08:45:00 AM,5.85,22.98,,
369,08/24/19 09:00:00 AM,6.05,23.02,,
370,08/24/19 09:15:00 AM,6.28,23.10,,
371,08/24/19 09:30:00 AM,6.50,23.20,,
372,08/24/19 09:45:00 AM,6.64,23.44,,
373,08/24/19 10:00:00 AM,6.79,23.60,,
374,08/24/19 10:15:00 AM,7.01,23.82,,
375,08/24/19 10:30:00 AM,6.96,23.92,,
376,08/24/19 10:45:00 AM,7.11,24.06,,
377,08/24/19 11:00:00 AM,6.99,24.18,,
378,08/24/19 11:15:00 AM,6.85,24.26,,
379,08/24/19 11:30:00 AM,6.75,24.32,,
380,08/24/19 11:45:00 AM,6.85,24.40,,
381,08/24/19 12:00:00 PM,6.97,24.48,,
382,08/24/19 12:15:00 PM,7.27,24.62,,
383,08/24/19 12:30:00 PM,7.54,24.60,,
384,08/24/19 12:45:00 PM,7.57,24.46,,
385,08/24/19 01:00:00 PM,7.63,24.40,,
386,08/24/19 01:15:00 PM,7.70,24.40,,
387,08/24/19 01:30:00 PM,7.69,24.44,,
388,08/24/19 01:45:00 PM,7.62,24.46,,
389,08/24/19 02:00:00 PM,7.54,24.44,,
390,08/24/19 02:15:00 PM,7.69,24.46,,
391,08/24/19 02:30:00 PM,7.72,24.54,,
392,08/24/19 02:45:00 PM,7.62,24.56,,
393,08/24/19 03:00:00 PM,7.64,24.72,,
394,08/24/19 03:15:00 PM,7.74,24.88,,
395,08/24/19 03:30:00 PM,7.67,25.04,,
396,08/24/19 03:45:00 PM,8.13,25.16,,
397,08/24/19 04:00:00 PM,8.18,25.26,,
398,08/24/19 04:15:00 PM,8.13,25.40,,
399,08/24/19 04:30:00 PM,8.24,25.50,,
400,08/24/19 04:45:00 PM,8.34,25.56,,
401,08/24/19 05:00:00 PM,8.38,25.64,,
402,08/24/19 05:15:00 PM,8.26,25.68,,
403,08/24/19 05:30:00 PM,8.28,25.72,,
404,08/24/19 05:45:00 PM,8.09,25.74,,
405,08/24/19 06:00:00 PM,7.91,25.72,,
406,08/24/19 06:15:00 PM,7.83,25.76,,
407,08/24/19 06:30:00 PM,7.84,25.80,,
408,08/24/19 06:45:00 PM,7.61,25.78,,
409,08/24/19 07:00:00 PM,7.27,25.76,,
410,08/24/19 07:15:00 PM,7.37,25.68,,
411,08/24/19 07:30:00 PM,7.45,25.62,,
412,08/24/19 07:45:00 PM,7.39,25.58,,
413,08/24/19 08:00:00 PM,7.24,25.58,,
414,08/24/19 08:15:00 PM,7.20,25.58,,
415,08/24/19 08:30:00 PM,7.19,25.54,,
416,08/24/19 08:45:00 PM,6.91,25.48,,
417,08/24/19 09:00:00 PM,6.98,25.44,,
418,08/24/19 09:15:00 PM,6.82,25.36,,
419,08/24/19 09:30:00 PM,7.04,25.28,,
420,08/24/19 09:45:00 PM,6.83,25.20,,
421,08/24/19 10:00:00 PM,6.54,25.06,,
422,08/24/19 10:15:00 PM,6.52,24.90,,
423,08/24/19 10:30:00 PM,6.42,24.76,,
424,08/24/19 10:45:00 PM,6.59,24.66,,
425,08/24/19 11:00:00 PM,6.32,24.56,,
426,08/24/19 11:15:00 PM,6.51,24.46,,
427,08/24/19 11:30:00 PM,6.26,24.36,,
428,08/24/19 11:45:00 PM,6.43,24.28,,
429,08/25/19 12:00:00 AM,6.66,24.20,,
430,08/25/19 12:15:00 AM,6.51,24.12,,
431,08/25/19 12:30:00 AM,6.51,24.08,,
432,08/25/19 12:45:00 AM,6.30,24.02,,
433,08/25/19 01:00:00 AM,5.82,23.96,,
434,08/25/19 01:15:00 AM,5.66,23.86,,
435,08/25/19 01:30:00 AM,5.19,23.72,,
436,08/25/19 01:45:00 AM,4.94,23.56,,
437,08/25/19 02:00:00 AM,4.92,23.40,,
438,08/25/19 02:15:00 AM,5.37,23.22,,
439,08/25/19 02:30:00 AM,5.32,23.06,,
440,08/25/19 02:45:00 AM,5.66,22.94,,
441,08/25/19 03:00:00 AM,5.57,22.88,,
442,08/25/19 03:15:00 AM,5.79,22.84,,
443,08/25/19 03:30:00 AM,5.87,22.82,,
444,08/25/19 03:45:00 AM,5.94,22.82,,
445,08/25/19 04:00:00 AM,5.50,22.88,,
446,08/25/19 04:15:00 AM,5.72,22.88,,
447,08/25/19 04:30:00 AM,5.59,22.78,,
448,08/25/19 04:45:00 AM,5.51,22.64,,
449,08/25/19 05:00:00 AM,5.42,22.56,,
450,08/25/19 05:15:00 AM,5.31,22.58,,
451,08/25/19 05:30:00 AM,5.43,22.70,,
452,08/25/19 05:45:00 AM,5.32,22.84,,
453,08/25/19 06:00:00 AM,5.08,22.84,,
454,08/25/19 06:15:00 AM,4.96,22.86,,
455,08/25/19 06:30:00 AM,4.99,22.92,,
456,08/25/19 06:45:00 AM,5.16,22.96,,
457,08/25/19 07:00:00 AM,5.41,22.98,,
458,08/25/19 07:15:00 AM,5.50,22.96,,
459,08/25/19 07:30:00 AM,5.49,22.96,,
460,08/25/19 07:45:00 AM,5.38,22.94,,
461,08/25/19 08:00:00 AM,5.41,22.92,,
462,08/25/19 08:15:00 AM,5.52,22.92,,
463,08/25/19 08:30:00 AM,5.54,22.92,,
464,08/25/19 08:45:00 AM,5.73,22.96,,
465,08/25/19 09:00:00 AM,5.84,23.08,,
466,08/25/19 09:15:00 AM,6.07,23.18,,
467,08/25/19 09:30:00 AM,6.18,23.30,,
468,08/25/19 09:45:00 AM,6.39,23.60,,
469,08/25/19 10:00:00 AM,6.63,23.80,,
470,08/25/19 10:15:00 AM,6.76,24.06,,
471,08/25/19 10:30:00 AM,6.85,24.34,,
472,08/25/19 10:45:00 AM,6.64,24.66,,
473,08/25/19 11:00:00 AM,6.90,24.94,,
474,08/25/19 11:15:00 AM,7.29,25.28,,
475,08/25/19 11:30:00 AM,7.08,25.54,,
476,08/25/19 11:45:00 AM,7.34,25.86,,
477,08/25/19 12:00:00 PM,7.20,26.22,,
478,08/25/19 12:15:00 PM,7.16,26.62,,
479,08/25/19 12:30:00 PM,7.60,26.88,,
480,08/25/19 12:45:00 PM,7.74,26.90,,
481,08/25/19 01:00:00 PM,7.81,26.66,,
482,08/25/19 01:15:00 PM,7.80,26.40,,
483,08/25/19 01:30:00 PM,7.94,26.02,,
484,08/25/19 01:45:00 PM,8.34,25.84,,
485,08/25/19 02:00:00 PM,8.29,25.50,,
486,08/25/19 02:15:00 PM,8.48,25.40,,
487,08/25/19 02:30:00 PM,8.50,25.20,,
488,08/25/19 02:45:00 PM,8.52,25.04,,
489,08/25/19 03:00:00 PM,8.14,24.90,,
490,08/25/19 03:15:00 PM,8.41,25.00,,
491,08/25/19 03:30:00 PM,8.25,24.96,,
492,08/25/19 03:45:00 PM,8.49,24.98,,
493,08/25/19 04:00:00 PM,8.32,24.90,,
494,08/25/19 04:15:00 PM,8.17,24.96,,
495,08/25/19 04:30:00 PM,8.07,24.96,,
496,08/25/19 04:45:00 PM,7.96,24.94,,
497,08/25/19 05:00:00 PM,8.41,25.04,,
498,08/25/19 05:15:00 PM,8.41,25.40,,
499,08/25/19 05:30:00 PM,8.60,25.56,,
500,08/25/19 05:45:00 PM,8.54,25.68,,
501,08/25/19 06:00:00 PM,8.37,25.70,,
502,08/25/19 06:15:00 PM,8.29,25.78,,
503,08/25/19 06:30:00 PM,8.57,25.96,,
504,08/25/19 06:45:00 PM,8.49,26.02,,
505,08/25/19 07:00:00 PM,8.49,26.04,,
506,08/25/19 07:15:00 PM,8.23,25.94,,
507,08/25/19 07:30:00 PM,8.22,25.90,,
508,08/25/19 07:45:00 PM,7.74,25.88,,
