"Plot Title: 20568254"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568254, SEN S/N: 20568254)","Temp, °C (LGR S/N: 20568254, SEN S/N: 20568254)","Sensor Data Error (LGR S/N: 20568254)","Coupler Detached (LGR S/N: 20568254)","Coupler Attached (LGR S/N: 20568254)","Host Connected (LGR S/N: 20568254)","Stopped (LGR S/N: 20568254)","End Of File (LGR S/N: 20568254)"
356,03/29/19 04:45:00 AM,10.45,11.82,,,,,,
357,03/29/19 05:00:00 AM,10.43,11.84,,,,,,
358,03/29/19 05:15:00 AM,10.43,11.84,,,,,,
359,03/29/19 05:30:00 AM,10.43,11.84,,,,,,
360,03/29/19 05:45:00 AM,10.42,11.84,,,,,,
361,03/29/19 06:00:00 AM,10.41,11.86,,,,,,
362,03/29/19 06:15:00 AM,10.41,11.86,,,,,,
363,03/29/19 06:30:00 AM,10.38,11.86,,,,,,
364,03/29/19 06:45:00 AM,10.40,11.86,,,,,,
365,03/29/19 07:00:00 AM,10.40,11.86,,,,,,
366,03/29/19 07:15:00 AM,10.37,11.86,,,,,,
367,03/29/19 07:30:00 AM,10.37,11.86,,,,,,
368,03/29/19 07:45:00 AM,10.37,11.88,,,,,,
369,03/29/19 08:00:00 AM,10.36,11.88,,,,,,
370,03/29/19 08:15:00 AM,10.36,11.88,,,,,,
371,03/29/19 08:30:00 AM,10.36,11.88,,,,,,
372,03/29/19 08:45:00 AM,10.35,11.90,,,,,,
373,03/29/19 09:00:00 AM,10.35,11.90,,,,,,
374,03/29/19 09:15:00 AM,10.35,11.90,,,,,,
375,03/29/19 09:30:00 AM,10.33,11.92,,,,,,
376,03/29/19 09:45:00 AM,10.33,11.94,,,,,,
377,03/29/19 10:00:00 AM,10.32,11.94,,,,,,
378,03/29/19 10:15:00 AM,10.33,11.96,,,,,,
379,03/29/19 10:30:00 AM,10.33,11.96,,,,,,
380,03/29/19 10:45:00 AM,10.33,11.98,,,,,,
381,03/29/19 11:00:00 AM,10.32,11.98,,,,,,
382,03/29/19 11:15:00 AM,10.33,11.98,,,,,,
383,03/29/19 11:30:00 AM,10.32,12.00,,,,,,
384,03/29/19 11:45:00 AM,10.34,12.00,,,,,,
385,03/29/19 12:00:00 PM,10.33,12.02,,,,,,
386,03/29/19 12:15:00 PM,10.34,12.04,,,,,,
387,03/29/19 12:30:00 PM,10.37,12.08,,,,,,
388,03/29/19 12:45:00 PM,10.36,12.08,,,,,,
389,03/29/19 01:00:00 PM,10.36,12.10,,,,,,
390,03/29/19 01:15:00 PM,10.37,12.14,,,,,,
391,03/29/19 01:30:00 PM,10.40,12.14,,,,,,
392,03/29/19 01:45:00 PM,10.37,12.18,,,,,,
393,03/29/19 02:00:00 PM,10.38,12.20,,,,,,
394,03/29/19 02:15:00 PM,10.40,12.24,,,,,,
395,03/29/19 02:30:00 PM,10.46,12.28,,,,,,
396,03/29/19 02:45:00 PM,10.42,12.28,,,,,,
397,03/29/19 03:00:00 PM,10.44,12.32,,,,,,
398,03/29/19 03:15:00 PM,10.42,12.36,,,,,,
399,03/29/19 03:30:00 PM,10.44,12.38,,,,,,
400,03/29/19 03:45:00 PM,10.44,12.40,,,,,,
401,03/29/19 04:00:00 PM,10.44,12.44,,,,,,
402,03/29/19 04:15:00 PM,10.44,12.46,,,,,,
403,03/29/19 04:30:00 PM,10.48,12.48,,,,,,
404,03/29/19 04:45:00 PM,10.47,12.50,,,,,,
405,03/29/19 05:00:00 PM,10.46,12.54,,,,,,
406,03/29/19 05:15:00 PM,10.46,12.56,,,,,,
407,03/29/19 05:30:00 PM,10.47,12.58,,,,,,
408,03/29/19 05:45:00 PM,10.45,12.60,,,,,,
409,03/29/19 06:00:00 PM,10.46,12.62,,,,,,
410,03/29/19 06:15:00 PM,10.45,12.64,,,,,,
411,03/29/19 06:30:00 PM,10.43,12.66,,,,,,
412,03/29/19 06:45:00 PM,10.43,12.68,,,,,,
413,03/29/19 07:00:00 PM,10.43,12.68,,,,,,
414,03/29/19 07:15:00 PM,10.42,12.70,,,,,,
415,03/29/19 07:30:00 PM,10.45,12.72,,,,,,
416,03/29/19 07:45:00 PM,10.44,12.74,,,,,,
417,03/29/19 08:00:00 PM,10.45,12.74,,,,,,
418,03/29/19 08:15:00 PM,10.44,12.76,,,,,,
419,03/29/19 08:30:00 PM,10.47,12.76,,,,,,
420,03/29/19 08:45:00 PM,10.45,12.76,,,,,,
421,03/29/19 09:00:00 PM,10.44,12.78,,,,,,
422,03/29/19 09:15:00 PM,10.45,12.78,,,,,,
423,03/29/19 09:30:00 PM,10.46,12.78,,,,,,
424,03/29/19 09:45:00 PM,10.44,12.78,,,,,,
425,03/29/19 10:00:00 PM,10.47,12.78,,,,,,
426,03/29/19 10:15:00 PM,10.44,12.78,,,,,,
427,03/29/19 10:30:00 PM,10.42,12.78,,,,,,
428,03/29/19 10:45:00 PM,10.45,12.78,,,,,,
429,03/29/19 11:00:00 PM,10.45,12.76,,,,,,
430,03/29/19 11:15:00 PM,10.45,12.76,,,,,,
431,03/29/19 11:30:00 PM,10.43,12.76,,,,,,
432,03/29/19 11:45:00 PM,10.43,12.74,,,,,,
433,03/30/19 12:00:00 AM,10.42,12.74,,,,,,
434,03/30/19 12:15:00 AM,10.41,12.72,,,,,,
435,03/30/19 12:30:00 AM,10.37,12.70,,,,,,
436,03/30/19 12:45:00 AM,10.37,12.70,,,,,,
437,03/30/19 01:00:00 AM,10.36,12.68,,,,,,
