"Plot Title: 20568252"
"#","Date Time, GMT-07:00","DO conc, mg/L","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
33,03/13/19 10:31:50 PM,8.77,22.12,,,,,
34,03/13/19 10:46:50 PM,8.78,22.10,,,,,
35,03/13/19 11:01:50 PM,8.78,22.08,,,,,
36,03/13/19 11:16:50 PM,8.78,22.08,,,,,
37,03/13/19 11:31:50 PM,8.78,22.06,,,,,
38,03/13/19 11:46:50 PM,8.80,22.04,,,,,
39,03/14/19 12:01:50 AM,8.80,22.04,,,,,
40,03/14/19 12:16:50 AM,8.80,22.02,,,,,
41,03/14/19 12:31:50 AM,8.81,22.02,,,,,
42,03/14/19 12:46:50 AM,8.81,22.00,,,,,
43,03/14/19 01:01:50 AM,8.80,21.98,,,,,
44,03/14/19 01:16:50 AM,8.81,21.98,,,,,
45,03/14/19 01:31:50 AM,8.83,21.96,,,,,
46,03/14/19 01:46:50 AM,8.82,21.96,,,,,
47,03/14/19 02:01:50 AM,8.82,21.94,,,,,
48,03/14/19 02:16:50 AM,8.83,21.92,,,,,
49,03/14/19 02:31:50 AM,8.83,21.92,,,,,
50,03/14/19 02:46:50 AM,8.83,21.90,,,,,
51,03/14/19 03:01:50 AM,8.83,21.88,,,,,
52,03/14/19 03:16:50 AM,8.84,21.88,,,,,
53,03/14/19 03:31:50 AM,8.84,21.86,,,,,
54,03/14/19 03:46:50 AM,8.84,21.84,,,,,
55,03/14/19 04:01:50 AM,8.84,21.84,,,,,
56,03/14/19 04:16:50 AM,8.84,21.82,,,,,
57,03/14/19 04:31:50 AM,8.85,21.82,,,,,
58,03/14/19 04:46:50 AM,8.85,21.80,,,,,
59,03/14/19 05:01:50 AM,8.85,21.78,,,,,
60,03/14/19 05:16:50 AM,8.85,21.78,,,,,
61,03/14/19 05:31:50 AM,8.86,21.76,,,,,
62,03/14/19 05:46:50 AM,8.86,21.76,,,,,
63,03/14/19 06:01:50 AM,8.86,21.74,,,,,
64,03/14/19 06:16:50 AM,8.86,21.74,,,,,
65,03/14/19 06:31:50 AM,8.86,21.72,,,,,
66,03/14/19 06:46:50 AM,8.86,21.72,,,,,
67,03/14/19 07:01:50 AM,8.87,21.70,,,,,
68,03/14/19 07:16:50 AM,8.87,21.68,,,,,
69,03/14/19 07:31:50 AM,8.88,21.68,,,,,
70,03/14/19 07:46:50 AM,8.88,21.68,,,,,
71,03/14/19 08:01:50 AM,8.89,21.66,,,,,
72,03/14/19 08:16:50 AM,8.90,21.66,,,,,
73,03/14/19 08:31:50 AM,8.90,21.66,,,,,
74,03/14/19 08:46:50 AM,8.88,21.66,,,,,
75,03/14/19 09:01:50 AM,8.88,21.70,,,,,
76,03/14/19 09:16:50 AM,8.88,21.72,,,,,
77,03/14/19 09:31:50 AM,8.87,21.76,,,,,
78,03/14/19 09:46:50 AM,8.87,21.80,,,,,
79,03/14/19 10:01:50 AM,8.86,21.82,,,,,
80,03/14/19 10:16:50 AM,8.86,21.86,,,,,
81,03/14/19 10:31:50 AM,8.85,21.90,,,,,
82,03/14/19 10:46:50 AM,8.84,21.94,,,,,
83,03/14/19 11:01:50 AM,8.84,21.96,,,,,
84,03/14/19 11:16:50 AM,8.83,22.00,,,,,
85,03/14/19 11:31:50 AM,8.83,22.04,,,,,
86,03/14/19 11:46:50 AM,8.82,22.08,,,,,
87,03/14/19 12:01:50 PM,8.81,22.12,,,,,
88,03/14/19 12:16:50 PM,8.80,22.16,,,,,
89,03/14/19 12:31:50 PM,8.80,22.20,,,,,
90,03/14/19 12:46:50 PM,8.80,22.24,,,,,
91,03/14/19 01:01:50 PM,8.77,22.28,,,,,
92,03/14/19 01:16:50 PM,8.76,22.34,,,,,
93,03/14/19 01:31:50 PM,8.76,22.38,,,,,
94,03/14/19 01:46:50 PM,8.74,22.44,,,,,
95,03/14/19 02:01:50 PM,8.72,22.50,,,,,
96,03/14/19 02:16:50 PM,8.72,22.54,,,,,
97,03/14/19 02:31:50 PM,8.71,22.58,,,,,
98,03/14/19 02:46:50 PM,8.71,22.60,,,,,
99,03/14/19 03:01:50 PM,8.71,22.62,,,,,
100,03/14/19 03:16:50 PM,8.71,22.64,,,,,
101,03/14/19 03:31:50 PM,8.69,22.64,,,,,
102,03/14/19 03:46:50 PM,8.70,22.64,,,,,
103,03/14/19 04:01:50 PM,8.69,22.66,,,,,
104,03/14/19 04:16:50 PM,8.69,22.66,,,,,
105,03/14/19 04:31:50 PM,8.70,22.66,,,,,
106,03/14/19 04:46:50 PM,8.69,22.66,,,,,
107,03/14/19 05:01:50 PM,8.69,22.68,,,,,
108,03/14/19 05:16:50 PM,8.69,22.68,,,,,
109,03/14/19 05:31:50 PM,8.69,22.68,,,,,
110,03/14/19 05:46:50 PM,8.68,22.70,,,,,
111,03/14/19 06:01:50 PM,8.69,22.70,,,,,
112,03/14/19 06:16:50 PM,8.69,22.66,,,,,
113,03/14/19 06:31:50 PM,8.70,22.64,,,,,
114,03/14/19 06:46:50 PM,8.70,22.62,,,,,
115,03/14/19 07:01:50 PM,8.70,22.60,,,,,
116,03/14/19 07:16:50 PM,8.71,22.56,,,,,
117,03/14/19 07:31:50 PM,8.72,22.52,,,,,
118,03/14/19 07:46:50 PM,8.73,22.48,,,,,
119,03/14/19 08:01:50 PM,8.73,22.48,,,,,
120,03/14/19 08:16:50 PM,8.74,22.44,,,,,
121,03/14/19 08:31:50 PM,8.74,22.40,,,,,
122,03/14/19 08:46:50 PM,8.76,22.38,,,,,
123,03/14/19 09:01:50 PM,8.75,22.36,,,,,
124,03/14/19 09:16:50 PM,8.75,22.34,,,,,
125,03/14/19 09:31:50 PM,8.75,22.34,,,,,
126,03/14/19 09:46:50 PM,8.77,22.32,,,,,
127,03/14/19 10:01:50 PM,8.77,22.32,,,,,
128,03/14/19 10:16:50 PM,8.77,22.30,,,,,
129,03/14/19 10:31:50 PM,8.77,22.28,,,,,
130,03/14/19 10:46:50 PM,8.77,22.28,,,,,
131,03/14/19 11:01:50 PM,8.78,22.26,,,,,
132,03/14/19 11:16:50 PM,8.78,22.24,,,,,
133,03/14/19 11:31:50 PM,8.78,22.24,,,,,
134,03/14/19 11:46:50 PM,8.78,22.22,,,,,
135,03/15/19 12:01:50 AM,8.78,22.22,,,,,
136,03/15/19 12:16:50 AM,8.80,22.20,,,,,
137,03/15/19 12:31:50 AM,8.80,22.18,,,,,
138,03/15/19 12:46:50 AM,8.80,22.16,,,,,
139,03/15/19 01:01:50 AM,8.80,22.16,,,,,
140,03/15/19 01:16:50 AM,8.81,22.14,,,,,
141,03/15/19 01:31:50 AM,8.81,22.14,,,,,
142,03/15/19 01:46:50 AM,8.82,22.12,,,,,
143,03/15/19 02:01:50 AM,8.81,22.12,,,,,
144,03/15/19 02:16:50 AM,8.83,22.10,,,,,
145,03/15/19 02:31:50 AM,8.82,22.10,,,,,
146,03/15/19 02:46:50 AM,8.81,22.08,,,,,
147,03/15/19 03:01:50 AM,8.82,22.08,,,,,
148,03/15/19 03:16:50 AM,8.82,22.06,,,,,
149,03/15/19 03:31:50 AM,8.82,22.04,,,,,
150,03/15/19 03:46:50 AM,8.82,22.04,,,,,
151,03/15/19 04:01:50 AM,8.83,22.02,,,,,
152,03/15/19 04:16:50 AM,8.83,22.02,,,,,
153,03/15/19 04:31:50 AM,8.83,22.00,,,,,
154,03/15/19 04:46:50 AM,8.84,22.00,,,,,
155,03/15/19 05:01:50 AM,8.84,21.98,,,,,
156,03/15/19 05:16:50 AM,8.83,21.98,,,,,
157,03/15/19 05:31:50 AM,8.84,21.96,,,,,
158,03/15/19 05:46:50 AM,8.84,21.94,,,,,
159,03/15/19 06:01:50 AM,8.85,21.92,,,,,
160,03/15/19 06:16:50 AM,8.84,21.92,,,,,
161,03/15/19 06:31:50 AM,8.86,21.90,,,,,
162,03/15/19 06:46:50 AM,8.86,21.88,,,,,
163,03/15/19 07:01:50 AM,8.87,21.86,,,,,
164,03/15/19 07:16:50 AM,8.87,21.86,,,,,
165,03/15/19 07:31:50 AM,8.87,21.84,,,,,
166,03/15/19 07:46:50 AM,8.87,21.82,,,,,
167,03/15/19 08:01:50 AM,8.87,21.80,,,,,
168,03/15/19 08:16:50 AM,8.87,21.78,,,,,
169,03/15/19 08:31:50 AM,8.89,21.78,,,,,
170,03/15/19 08:46:50 AM,8.88,21.76,,,,,
171,03/15/19 09:01:50 AM,8.89,21.76,,,,,
172,03/15/19 09:16:50 AM,8.89,21.76,,,,,
173,03/15/19 09:31:50 AM,8.89,21.78,,,,,
174,03/15/19 09:46:50 AM,8.88,21.80,,,,,
175,03/15/19 10:01:50 AM,8.87,21.86,,,,,
176,03/15/19 10:16:50 AM,8.85,21.96,,,,,
177,03/15/19 10:31:50 AM,8.85,21.98,,,,,
178,03/15/19 10:46:50 AM,8.84,22.04,,,,,
179,03/15/19 11:01:50 AM,8.80,22.28,,,,,
180,03/15/19 11:16:50 AM,8.74,22.52,,,,,
181,03/15/19 11:31:50 AM,8.71,22.70,,,,,
182,03/15/19 11:46:50 AM,8.68,22.86,,,,,
183,03/15/19 12:01:50 PM,8.66,22.96,,,,,
184,03/15/19 12:16:50 PM,8.67,22.96,,,,,
185,03/15/19 12:31:50 PM,8.67,22.90,,,,,
186,03/15/19 12:46:50 PM,8.69,22.82,,,,,
187,03/15/19 01:01:50 PM,8.71,22.76,,,,,
188,03/15/19 01:16:50 PM,8.71,22.72,,,,,
189,03/15/19 01:31:50 PM,8.71,22.76,,,,,
190,03/15/19 01:46:50 PM,8.67,22.90,,,,,
191,03/15/19 02:01:50 PM,8.67,22.94,,,,,
192,03/15/19 02:16:50 PM,8.67,22.92,,,,,
193,03/15/19 02:31:50 PM,8.67,22.88,,,,,
194,03/15/19 02:46:50 PM,8.68,22.84,,,,,
195,03/15/19 03:01:50 PM,8.68,22.82,,,,,
196,03/15/19 03:16:50 PM,8.67,22.78,,,,,
197,03/15/19 03:31:50 PM,8.69,22.76,,,,,
198,03/15/19 03:46:50 PM,8.68,22.76,,,,,
199,03/15/19 04:01:50 PM,8.64,22.96,,,,,
200,03/15/19 04:16:50 PM,8.62,23.06,,,,,
201,03/15/19 04:31:50 PM,8.63,23.08,,,,,
202,03/15/19 04:46:50 PM,8.64,23.04,,,,,
203,03/15/19 05:01:50 PM,8.64,23.00,,,,,
204,03/15/19 05:16:50 PM,8.65,22.94,,,,,
205,03/15/19 05:31:50 PM,8.66,22.88,,,,,
206,03/15/19 05:46:50 PM,8.66,22.84,,,,,
207,03/15/19 06:01:50 PM,8.67,22.80,,,,,
208,03/15/19 06:16:50 PM,8.68,22.76,,,,,
209,03/15/19 06:31:50 PM,8.68,22.72,,,,,
210,03/15/19 06:46:50 PM,8.70,22.68,,,,,
211,03/15/19 07:01:50 PM,8.70,22.64,,,,,
212,03/15/19 07:16:50 PM,8.71,22.58,,,,,
213,03/15/19 07:31:50 PM,8.72,22.54,,,,,
214,03/15/19 07:46:50 PM,8.73,22.50,,,,,
215,03/15/19 08:01:50 PM,8.74,22.46,,,,,
216,03/15/19 08:16:50 PM,8.74,22.44,,,,,
217,03/15/19 08:31:50 PM,8.74,22.40,,,,,
218,03/15/19 08:46:50 PM,8.75,22.38,,,,,
219,03/15/19 09:01:50 PM,8.75,22.36,,,,,
220,03/15/19 09:16:50 PM,8.76,22.34,,,,,
221,03/15/19 09:31:50 PM,8.77,22.32,,,,,
222,03/15/19 09:46:50 PM,8.77,22.28,,,,,
223,03/15/19 10:01:50 PM,8.76,22.26,,,,,
224,03/15/19 10:16:50 PM,8.77,22.26,,,,,
225,03/15/19 10:31:50 PM,8.77,22.26,,,,,
226,03/15/19 10:46:50 PM,8.78,22.24,,,,,
227,03/15/19 11:01:50 PM,8.76,22.24,,,,,
228,03/15/19 11:16:50 PM,8.77,22.24,,,,,
229,03/15/19 11:31:50 PM,8.78,22.22,,,,,
230,03/15/19 11:46:50 PM,8.78,22.22,,,,,
231,03/16/19 12:01:50 AM,8.78,22.22,,,,,
232,03/16/19 12:16:50 AM,8.77,22.20,,,,,
233,03/16/19 12:31:50 AM,8.78,22.20,,,,,
234,03/16/19 12:46:50 AM,8.78,22.18,,,,,
235,03/16/19 01:01:50 AM,8.80,22.14,,,,,
236,03/16/19 01:16:50 AM,8.80,22.14,,,,,
237,03/16/19 01:31:50 AM,8.80,22.12,,,,,
238,03/16/19 01:46:50 AM,8.81,22.12,,,,,
239,03/16/19 02:01:50 AM,8.81,22.10,,,,,
240,03/16/19 02:16:50 AM,8.80,22.10,,,,,
241,03/16/19 02:31:50 AM,8.82,22.08,,,,,
242,03/16/19 02:46:50 AM,8.81,22.06,,,,,
243,03/16/19 03:01:50 AM,8.82,22.04,,,,,
244,03/16/19 03:16:50 AM,8.82,22.04,,,,,
245,03/16/19 03:31:50 AM,8.83,22.02,,,,,
246,03/16/19 03:46:50 AM,8.82,22.02,,,,,
247,03/16/19 04:01:50 AM,8.83,22.00,,,,,
248,03/16/19 04:16:50 AM,8.84,21.98,,,,,
249,03/16/19 04:31:50 AM,8.84,21.96,,,,,
250,03/16/19 04:46:50 AM,8.84,21.96,,,,,
251,03/16/19 05:01:50 AM,8.84,21.94,,,,,
252,03/16/19 05:16:50 AM,8.84,21.92,,,,,
253,03/16/19 05:31:50 AM,8.86,21.92,,,,,
254,03/16/19 05:46:50 AM,8.85,21.90,,,,,
255,03/16/19 06:01:50 AM,8.85,21.88,,,,,
256,03/16/19 06:16:50 AM,8.86,21.86,,,,,
257,03/16/19 06:31:50 AM,8.87,21.86,,,,,
258,03/16/19 06:46:50 AM,8.87,21.84,,,,,
259,03/16/19 07:01:50 AM,8.87,21.82,,,,,
260,03/16/19 07:16:50 AM,8.88,21.82,,,,,
261,03/16/19 07:31:50 AM,8.87,21.80,,,,,
262,03/16/19 07:46:50 AM,8.88,21.80,,,,,
263,03/16/19 08:01:50 AM,8.89,21.78,,,,,
264,03/16/19 08:16:50 AM,8.89,21.78,,,,,
265,03/16/19 08:31:50 AM,8.89,21.76,,,,,
266,03/16/19 08:46:50 AM,8.89,21.76,,,,,
267,03/16/19 09:01:50 AM,8.90,21.74,,,,,
268,03/16/19 09:16:50 AM,8.89,21.74,,,,,
269,03/16/19 09:31:50 AM,8.90,21.74,,,,,
270,03/16/19 09:46:50 AM,8.90,21.74,,,,,
271,03/16/19 10:01:50 AM,8.89,21.76,,,,,
272,03/16/19 10:16:50 AM,8.90,21.76,,,,,
273,03/16/19 10:31:50 AM,8.90,21.78,,,,,
274,03/16/19 10:46:50 AM,8.90,21.80,,,,,
275,03/16/19 11:01:50 AM,8.89,21.80,,,,,
276,03/16/19 11:16:50 AM,8.89,21.82,,,,,
277,03/16/19 11:31:50 AM,8.89,21.82,,,,,
278,03/16/19 11:46:50 AM,8.88,21.84,,,,,
279,03/16/19 12:01:50 PM,8.88,21.84,,,,,
280,03/16/19 12:16:50 PM,8.87,21.86,,,,,
281,03/16/19 12:31:50 PM,8.87,21.86,,,,,
282,03/16/19 12:46:50 PM,8.86,21.88,,,,,
283,03/16/19 01:01:50 PM,8.86,21.92,,,,,
284,03/16/19 01:16:50 PM,8.85,21.92,,,,,
285,03/16/19 01:31:50 PM,8.84,21.96,,,,,
286,03/16/19 01:46:50 PM,8.85,22.00,,,,,
287,03/16/19 02:01:50 PM,8.82,22.04,,,,,
288,03/16/19 02:16:50 PM,8.82,22.08,,,,,
289,03/16/19 02:31:50 PM,8.78,22.14,,,,,
290,03/16/19 02:46:50 PM,8.80,22.16,,,,,
291,03/16/19 03:01:50 PM,8.78,22.20,,,,,
292,03/16/19 03:16:50 PM,8.77,22.24,,,,,
293,03/16/19 03:31:50 PM,8.77,22.28,,,,,
294,03/16/19 03:46:50 PM,8.75,22.32,,,,,
295,03/16/19 04:01:50 PM,8.75,22.34,,,,,
296,03/16/19 04:16:50 PM,8.75,22.36,,,,,
297,03/16/19 04:31:50 PM,8.74,22.36,,,,,
298,03/16/19 04:46:50 PM,8.74,22.40,,,,,
299,03/16/19 05:01:50 PM,8.73,22.42,,,,,
300,03/16/19 05:16:50 PM,8.72,22.44,,,,,
301,03/16/19 05:31:50 PM,8.73,22.44,,,,,
302,03/16/19 05:46:50 PM,8.73,22.46,,,,,
303,03/16/19 06:01:50 PM,8.72,22.46,,,,,
304,03/16/19 06:16:50 PM,8.73,22.46,,,,,
305,03/16/19 06:31:50 PM,8.73,22.46,,,,,
306,03/16/19 06:46:50 PM,8.73,22.44,,,,,
307,03/16/19 07:01:50 PM,8.73,22.40,,,,,
308,03/16/19 07:16:50 PM,8.75,22.40,,,,,
309,03/16/19 07:31:50 PM,8.75,22.38,,,,,
310,03/16/19 07:46:50 PM,8.74,22.36,,,,,
311,03/16/19 08:01:50 PM,8.75,22.36,,,,,
312,03/16/19 08:16:50 PM,8.75,22.34,,,,,
313,03/16/19 08:31:50 PM,8.75,22.36,,,,,
314,03/16/19 08:46:50 PM,8.75,22.34,,,,,
315,03/16/19 09:01:50 PM,8.75,22.32,,,,,
316,03/16/19 09:16:50 PM,8.76,22.30,,,,,
317,03/16/19 09:31:50 PM,8.76,22.28,,,,,
318,03/16/19 09:46:50 PM,8.77,22.26,,,,,
319,03/16/19 10:01:50 PM,8.77,22.26,,,,,
320,03/16/19 10:16:50 PM,8.78,22.24,,,,,
321,03/16/19 10:31:50 PM,8.78,22.22,,,,,
322,03/16/19 10:46:50 PM,8.78,22.20,,,,,
323,03/16/19 11:01:50 PM,8.80,22.18,,,,,
324,03/16/19 11:16:50 PM,8.78,22.16,,,,,
325,03/16/19 11:31:50 PM,8.80,22.16,,,,,
326,03/16/19 11:46:50 PM,8.81,22.14,,,,,
327,03/17/19 12:01:50 AM,8.81,22.12,,,,,
328,03/17/19 12:16:50 AM,8.81,22.12,,,,,
329,03/17/19 12:31:50 AM,8.82,22.10,,,,,
330,03/17/19 12:46:50 AM,8.82,22.08,,,,,
331,03/17/19 01:01:50 AM,8.81,22.08,,,,,
332,03/17/19 01:16:50 AM,8.82,22.08,,,,,
333,03/17/19 01:31:50 AM,8.81,22.08,,,,,
334,03/17/19 01:46:50 AM,8.82,22.08,,,,,
335,03/17/19 02:01:50 AM,8.81,22.08,,,,,
336,03/17/19 02:16:50 AM,8.82,22.06,,,,,
337,03/17/19 02:31:50 AM,8.82,22.06,,,,,
338,03/17/19 02:46:50 AM,8.82,22.06,,,,,
339,03/17/19 03:01:50 AM,8.82,22.06,,,,,
340,03/17/19 03:16:50 AM,8.82,22.06,,,,,
341,03/17/19 03:31:50 AM,8.83,22.04,,,,,
342,03/17/19 03:46:50 AM,8.82,22.04,,,,,
343,03/17/19 04:01:50 AM,8.82,22.02,,,,,
344,03/17/19 04:16:50 AM,8.82,22.02,,,,,
345,03/17/19 04:31:50 AM,8.82,22.02,,,,,
346,03/17/19 04:46:50 AM,8.83,22.00,,,,,
347,03/17/19 05:01:50 AM,8.83,22.00,,,,,
348,03/17/19 05:16:50 AM,8.83,21.98,,,,,
349,03/17/19 05:31:50 AM,8.84,21.98,,,,,
350,03/17/19 05:46:50 AM,8.83,21.98,,,,,
351,03/17/19 06:01:50 AM,8.84,21.96,,,,,
352,03/17/19 06:16:50 AM,8.84,21.94,,,,,
353,03/17/19 06:31:50 AM,8.85,21.94,,,,,
354,03/17/19 06:46:50 AM,8.86,21.92,,,,,
355,03/17/19 07:01:50 AM,8.84,21.90,,,,,
356,03/17/19 07:16:50 AM,8.86,21.90,,,,,
357,03/17/19 07:31:50 AM,8.86,21.88,,,,,
358,03/17/19 07:46:50 AM,8.86,21.88,,,,,
359,03/17/19 08:01:50 AM,8.87,21.88,,,,,
360,03/17/19 08:16:50 AM,8.87,21.88,,,,,
361,03/17/19 08:31:50 AM,8.86,21.86,,,,,
362,03/17/19 08:46:50 AM,8.86,21.86,,,,,
363,03/17/19 09:01:50 AM,8.87,21.86,,,,,
364,03/17/19 09:16:50 AM,8.87,21.86,,,,,
365,03/17/19 09:31:50 AM,8.87,21.86,,,,,
366,03/17/19 09:46:50 AM,8.86,21.86,,,,,
367,03/17/19 10:01:50 AM,8.87,21.86,,,,,
368,03/17/19 10:16:50 AM,8.87,21.88,,,,,
369,03/17/19 10:31:50 AM,8.87,21.88,,,,,
370,03/17/19 10:46:50 AM,8.87,21.90,,,,,
371,03/17/19 11:01:50 AM,8.87,21.92,,,,,
372,03/17/19 11:16:50 AM,8.87,21.90,,,,,
373,03/17/19 11:31:50 AM,8.86,21.92,,,,,
374,03/17/19 11:46:50 AM,8.85,21.94,,,,,
375,03/17/19 12:01:50 PM,8.85,21.96,,,,,
376,03/17/19 12:16:50 PM,8.84,21.96,,,,,
377,03/17/19 12:31:50 PM,8.84,21.98,,,,,
378,03/17/19 12:46:50 PM,8.83,22.00,,,,,
379,03/17/19 01:01:50 PM,8.83,22.02,,,,,
380,03/17/19 01:16:50 PM,8.82,22.06,,,,,
381,03/17/19 01:31:50 PM,8.83,22.08,,,,,
382,03/17/19 01:46:50 PM,8.81,22.12,,,,,
383,03/17/19 02:01:50 PM,8.81,22.14,,,,,
384,03/17/19 02:16:50 PM,8.80,22.16,,,,,
385,03/17/19 02:31:50 PM,8.78,22.18,,,,,
386,03/17/19 02:46:50 PM,8.77,22.20,,,,,
387,03/17/19 03:01:50 PM,8.78,22.24,,,,,
388,03/17/19 03:16:50 PM,8.77,22.26,,,,,
389,03/17/19 03:31:50 PM,8.76,22.30,,,,,
390,03/17/19 03:46:50 PM,8.76,22.32,,,,,
391,03/17/19 04:01:50 PM,8.76,22.32,,,,,
392,03/17/19 04:16:50 PM,8.75,22.34,,,,,
393,03/17/19 04:31:50 PM,8.75,22.34,,,,,
394,03/17/19 04:46:50 PM,8.75,22.34,,,,,
395,03/17/19 05:01:50 PM,8.76,22.34,,,,,
396,03/17/19 05:16:50 PM,8.75,22.34,,,,,
397,03/17/19 05:31:50 PM,8.74,22.34,,,,,
398,03/17/19 05:46:50 PM,8.74,22.34,,,,,
399,03/17/19 06:01:50 PM,8.75,22.34,,,,,
400,03/17/19 06:16:50 PM,8.74,22.36,,,,,
401,03/17/19 06:31:50 PM,8.74,22.36,,,,,
402,03/17/19 06:46:50 PM,8.75,22.36,,,,,
403,03/17/19 07:01:50 PM,8.74,22.34,,,,,
404,03/17/19 07:16:50 PM,8.76,22.32,,,,,
405,03/17/19 07:31:50 PM,8.75,22.30,,,,,
406,03/17/19 07:46:50 PM,8.76,22.28,,,,,
407,03/17/19 08:01:50 PM,8.76,22.30,,,,,
408,03/17/19 08:16:50 PM,8.76,22.28,,,,,
409,03/17/19 08:31:50 PM,8.76,22.26,,,,,
410,03/17/19 08:46:50 PM,8.75,22.28,,,,,
411,03/17/19 09:01:50 PM,8.76,22.26,,,,,
412,03/17/19 09:16:50 PM,8.77,22.26,,,,,
413,03/17/19 09:31:50 PM,8.76,22.24,,,,,
414,03/17/19 09:46:50 PM,8.76,22.24,,,,,
415,03/17/19 10:01:50 PM,8.77,22.24,,,,,
416,03/17/19 10:16:50 PM,8.77,22.22,,,,,
417,03/17/19 10:31:50 PM,8.78,22.22,,,,,
418,03/17/19 10:46:50 PM,8.77,22.22,,,,,
419,03/17/19 11:01:50 PM,8.78,22.20,,,,,
420,03/17/19 11:16:50 PM,8.77,22.20,,,,,
421,03/17/19 11:31:50 PM,8.78,22.18,,,,,
422,03/17/19 11:46:50 PM,8.78,22.18,,,,,
423,03/18/19 12:01:50 AM,8.78,22.16,,,,,
424,03/18/19 12:16:50 AM,8.78,22.16,,,,,
425,03/18/19 12:31:50 AM,8.78,22.14,,,,,
426,03/18/19 12:46:50 AM,8.78,22.14,,,,,
427,03/18/19 01:01:50 AM,8.78,22.12,,,,,
428,03/18/19 01:16:50 AM,8.78,22.12,,,,,
429,03/18/19 01:31:50 AM,8.81,22.10,,,,,
430,03/18/19 01:46:50 AM,8.81,22.10,,,,,
431,03/18/19 02:01:50 AM,8.80,22.08,,,,,
432,03/18/19 02:16:50 AM,8.80,22.08,,,,,
433,03/18/19 02:31:50 AM,8.80,22.06,,,,,
434,03/18/19 02:46:50 AM,8.80,22.06,,,,,
435,03/18/19 03:01:50 AM,8.80,22.08,,,,,
436,03/18/19 03:16:50 AM,8.81,22.08,,,,,
437,03/18/19 03:31:50 AM,8.80,22.08,,,,,
438,03/18/19 03:46:50 AM,8.81,22.06,,,,,
439,03/18/19 04:01:50 AM,8.78,22.08,,,,,
440,03/18/19 04:16:50 AM,8.78,22.06,,,,,
441,03/18/19 04:31:50 AM,8.80,22.06,,,,,
442,03/18/19 04:46:50 AM,8.80,22.04,,,,,
443,03/18/19 05:01:50 AM,8.80,22.04,,,,,
444,03/18/19 05:16:50 AM,8.81,22.04,,,,,
445,03/18/19 05:31:50 AM,8.80,22.04,,,,,
446,03/18/19 05:46:50 AM,8.80,22.02,,,,,
447,03/18/19 06:01:50 AM,8.81,22.02,,,,,
448,03/18/19 06:16:50 AM,8.81,22.02,,,,,
449,03/18/19 06:31:50 AM,8.82,22.00,,,,,
450,03/18/19 06:46:50 AM,8.82,21.98,,,,,
451,03/18/19 07:01:50 AM,8.82,21.98,,,,,
452,03/18/19 07:16:50 AM,8.82,21.98,,,,,
453,03/18/19 07:31:50 AM,8.82,21.96,,,,,
454,03/18/19 07:46:50 AM,8.82,21.96,,,,,
455,03/18/19 08:01:50 AM,8.83,21.96,,,,,
456,03/18/19 08:16:50 AM,8.82,21.94,,,,,
457,03/18/19 08:31:50 AM,8.83,21.94,,,,,
458,03/18/19 08:46:50 AM,8.83,21.94,,,,,
459,03/18/19 09:01:50 AM,8.85,21.86,,,,,
460,03/18/19 09:16:50 AM,8.82,22.02,,,,,
461,03/18/19 09:31:50 AM,8.80,22.12,,,,,
