"Plot Title: 20568253"
"#","Date Time, GMT-07:00","DO conc, mg/L","Temp, °C","Coupler Attached","Host Connected","Stopped","End Of File"
46,03/20/19 11:15:00 PM,11.10,10.90,,,,
47,03/20/19 11:30:00 PM,11.08,10.90,,,,
48,03/20/19 11:45:00 PM,11.07,10.88,,,,
49,03/21/19 12:00:00 AM,11.05,10.88,,,,
50,03/21/19 12:15:00 AM,11.05,10.88,,,,
51,03/21/19 12:30:00 AM,11.04,10.86,,,,
52,03/21/19 12:45:00 AM,11.02,10.86,,,,
53,03/21/19 01:00:00 AM,11.00,10.86,,,,
54,03/21/19 01:15:00 AM,11.00,10.84,,,,
55,03/21/19 01:30:00 AM,10.99,10.82,,,,
56,03/21/19 01:45:00 AM,10.99,10.80,,,,
57,03/21/19 02:00:00 AM,10.98,10.78,,,,
58,03/21/19 02:15:00 AM,10.99,10.76,,,,
59,03/21/19 02:30:00 AM,10.97,10.74,,,,
60,03/21/19 02:45:00 AM,10.97,10.70,,,,
61,03/21/19 03:00:00 AM,10.97,10.68,,,,
62,03/21/19 03:15:00 AM,10.98,10.66,,,,
63,03/21/19 03:30:00 AM,10.97,10.64,,,,
64,03/21/19 03:45:00 AM,10.97,10.62,,,,
65,03/21/19 04:00:00 AM,10.98,10.60,,,,
66,03/21/19 04:15:00 AM,10.96,10.60,,,,
67,03/21/19 04:30:00 AM,10.96,10.58,,,,
68,03/21/19 04:45:00 AM,10.96,10.58,,,,
69,03/21/19 05:00:00 AM,10.96,10.56,,,,
70,03/21/19 05:15:00 AM,10.95,10.56,,,,
71,03/21/19 05:30:00 AM,10.95,10.54,,,,
72,03/21/19 05:45:00 AM,10.94,10.54,,,,
73,03/21/19 06:00:00 AM,10.95,10.54,,,,
74,03/21/19 06:15:00 AM,10.94,10.52,,,,
75,03/21/19 06:30:00 AM,10.95,10.52,,,,
76,03/21/19 06:45:00 AM,10.95,10.50,,,,
77,03/21/19 07:00:00 AM,10.94,10.50,,,,
78,03/21/19 07:15:00 AM,10.94,10.50,,,,
79,03/21/19 07:30:00 AM,10.95,10.48,,,,
80,03/21/19 07:45:00 AM,10.94,10.48,,,,
81,03/21/19 08:00:00 AM,10.95,10.46,,,,
82,03/21/19 08:15:00 AM,10.94,10.46,,,,
83,03/21/19 08:30:00 AM,10.95,10.46,,,,
84,03/21/19 08:45:00 AM,10.96,10.46,,,,
85,03/21/19 09:00:00 AM,10.96,10.46,,,,
86,03/21/19 09:15:00 AM,10.97,10.46,,,,
87,03/21/19 09:30:00 AM,10.97,10.46,,,,
88,03/21/19 09:45:00 AM,10.98,10.48,,,,
89,03/21/19 10:00:00 AM,10.98,10.48,,,,
90,03/21/19 10:15:00 AM,11.00,10.50,,,,
91,03/21/19 10:30:00 AM,11.00,10.52,,,,
92,03/21/19 10:45:00 AM,11.02,10.54,,,,
93,03/21/19 11:00:00 AM,11.03,10.56,,,,
94,03/21/19 11:15:00 AM,11.05,10.60,,,,
95,03/21/19 11:30:00 AM,11.07,10.64,,,,
96,03/21/19 11:45:00 AM,11.07,10.66,,,,
97,03/21/19 12:00:00 PM,11.08,10.70,,,,
98,03/21/19 12:15:00 PM,11.09,10.74,,,,
99,03/21/19 12:30:00 PM,11.11,10.78,,,,
100,03/21/19 12:45:00 PM,11.13,10.82,,,,
101,03/21/19 01:00:00 PM,11.14,10.86,,,,
102,03/21/19 01:15:00 PM,11.15,10.90,,,,
103,03/21/19 01:30:00 PM,11.17,10.94,,,,
104,03/21/19 01:45:00 PM,11.19,10.98,,,,
105,03/21/19 02:00:00 PM,11.20,11.00,,,,
106,03/21/19 02:15:00 PM,11.21,11.04,,,,
107,03/21/19 02:30:00 PM,11.23,11.08,,,,
108,03/21/19 02:45:00 PM,11.24,11.10,,,,
109,03/21/19 03:00:00 PM,11.24,11.12,,,,
110,03/21/19 03:15:00 PM,11.25,11.16,,,,
111,03/21/19 03:30:00 PM,11.27,11.16,,,,
112,03/21/19 03:45:00 PM,11.28,11.18,,,,
113,03/21/19 04:00:00 PM,11.29,11.20,,,,
114,03/21/19 04:15:00 PM,11.31,11.22,,,,
115,03/21/19 04:30:00 PM,11.31,11.22,,,,
116,03/21/19 04:45:00 PM,11.32,11.22,,,,
117,03/21/19 05:00:00 PM,11.33,11.24,,,,
118,03/21/19 05:15:00 PM,11.33,11.24,,,,
119,03/21/19 05:30:00 PM,11.34,11.24,,,,
120,03/21/19 05:45:00 PM,11.34,11.24,,,,
121,03/21/19 06:00:00 PM,11.34,11.24,,,,
122,03/21/19 06:15:00 PM,11.35,11.24,,,,
123,03/21/19 06:30:00 PM,11.35,11.24,,,,
124,03/21/19 06:45:00 PM,11.34,11.24,,,,
125,03/21/19 07:00:00 PM,11.35,11.22,,,,
126,03/21/19 07:15:00 PM,11.34,11.22,,,,
127,03/21/19 07:30:00 PM,11.32,11.22,,,,
128,03/21/19 07:45:00 PM,11.32,11.22,,,,
129,03/21/19 08:00:00 PM,11.32,11.20,,,,
130,03/21/19 08:15:00 PM,11.32,11.20,,,,
131,03/21/19 08:30:00 PM,11.31,11.20,,,,
132,03/21/19 08:45:00 PM,11.29,11.22,,,,
133,03/21/19 09:00:00 PM,11.29,11.22,,,,
134,03/21/19 09:15:00 PM,11.29,11.22,,,,
135,03/21/19 09:30:00 PM,11.27,11.22,,,,
136,03/21/19 09:45:00 PM,11.25,11.20,,,,
137,03/21/19 10:00:00 PM,11.24,11.20,,,,
138,03/21/19 10:15:00 PM,11.22,11.20,,,,
139,03/21/19 10:30:00 PM,11.21,11.18,,,,
140,03/21/19 10:45:00 PM,11.18,11.18,,,,
141,03/21/19 11:00:00 PM,11.18,11.18,,,,
142,03/21/19 11:15:00 PM,11.17,11.16,,,,
143,03/21/19 11:30:00 PM,11.15,11.16,,,,
144,03/21/19 11:45:00 PM,11.13,11.16,,,,
145,03/22/19 12:00:00 AM,11.13,11.14,,,,
146,03/22/19 12:15:00 AM,11.11,11.14,,,,
147,03/22/19 12:30:00 AM,11.09,11.12,,,,
148,03/22/19 12:45:00 AM,11.07,11.12,,,,
149,03/22/19 01:00:00 AM,11.07,11.12,,,,
150,03/22/19 01:15:00 AM,11.05,11.10,,,,
151,03/22/19 01:30:00 AM,11.05,11.10,,,,
152,03/22/19 01:45:00 AM,11.03,11.08,,,,
153,03/22/19 02:00:00 AM,11.03,11.06,,,,
154,03/22/19 02:15:00 AM,11.03,11.06,,,,
155,03/22/19 02:30:00 AM,11.02,11.04,,,,
156,03/22/19 02:45:00 AM,10.99,11.04,,,,
157,03/22/19 03:00:00 AM,10.99,11.02,,,,
158,03/22/19 03:15:00 AM,10.99,11.00,,,,
159,03/22/19 03:30:00 AM,10.98,11.00,,,,
160,03/22/19 03:45:00 AM,10.97,10.98,,,,
161,03/22/19 04:00:00 AM,10.97,10.96,,,,
162,03/22/19 04:15:00 AM,10.96,10.96,,,,
163,03/22/19 04:30:00 AM,10.96,10.94,,,,
164,03/22/19 04:45:00 AM,10.96,10.92,,,,
165,03/22/19 05:00:00 AM,10.96,10.90,,,,
166,03/22/19 05:15:00 AM,10.95,10.88,,,,
167,03/22/19 05:30:00 AM,10.95,10.86,,,,
168,03/22/19 05:45:00 AM,10.95,10.84,,,,
169,03/22/19 06:00:00 AM,10.95,10.82,,,,
170,03/22/19 06:15:00 AM,10.95,10.80,,,,
171,03/22/19 06:30:00 AM,10.95,10.78,,,,
172,03/22/19 06:45:00 AM,10.96,10.76,,,,
173,03/22/19 07:00:00 AM,10.95,10.74,,,,
174,03/22/19 07:15:00 AM,10.96,10.72,,,,
175,03/22/19 07:30:00 AM,10.95,10.70,,,,
176,03/22/19 07:45:00 AM,10.95,10.68,,,,
177,03/22/19 08:00:00 AM,10.95,10.68,,,,
178,03/22/19 08:15:00 AM,10.97,10.68,,,,
179,03/22/19 08:30:00 AM,10.95,10.66,,,,
180,03/22/19 08:45:00 AM,10.95,10.66,,,,
181,03/22/19 09:00:00 AM,10.95,10.66,,,,
182,03/22/19 09:15:00 AM,10.95,10.64,,,,
183,03/22/19 09:30:00 AM,10.96,10.64,,,,
184,03/22/19 09:45:00 AM,10.96,10.66,,,,
185,03/22/19 10:00:00 AM,10.95,10.66,,,,
186,03/22/19 10:15:00 AM,10.95,10.68,,,,
187,03/22/19 10:30:00 AM,10.96,10.68,,,,
188,03/22/19 10:45:00 AM,10.97,10.70,,,,
189,03/22/19 11:00:00 AM,10.96,10.70,,,,
190,03/22/19 11:15:00 AM,10.98,10.72,,,,
191,03/22/19 11:30:00 AM,10.99,10.74,,,,
192,03/22/19 11:45:00 AM,10.99,10.74,,,,
193,03/22/19 12:00:00 PM,11.00,10.76,,,,
194,03/22/19 12:15:00 PM,10.99,10.78,,,,
195,03/22/19 12:30:00 PM,11.00,10.82,,,,
196,03/22/19 12:45:00 PM,11.00,10.84,,,,
197,03/22/19 01:00:00 PM,11.03,10.86,,,,
198,03/22/19 01:15:00 PM,11.04,10.88,,,,
199,03/22/19 01:30:00 PM,11.03,10.90,,,,
200,03/22/19 01:45:00 PM,11.04,10.92,,,,
201,03/22/19 02:00:00 PM,11.06,10.94,,,,
202,03/22/19 02:15:00 PM,11.07,10.96,,,,
203,03/22/19 02:30:00 PM,11.07,10.98,,,,
204,03/22/19 02:45:00 PM,11.09,11.00,,,,
205,03/22/19 03:00:00 PM,11.10,11.02,,,,
206,03/22/19 03:15:00 PM,11.10,11.04,,,,
207,03/22/19 03:30:00 PM,11.10,11.06,,,,
208,03/22/19 03:45:00 PM,11.11,11.08,,,,
209,03/22/19 04:00:00 PM,11.10,11.10,,,,
210,03/22/19 04:15:00 PM,11.10,11.10,,,,
211,03/22/19 04:30:00 PM,11.11,11.12,,,,
212,03/22/19 04:45:00 PM,11.11,11.12,,,,
213,03/22/19 05:00:00 PM,11.12,11.14,,,,
214,03/22/19 05:15:00 PM,11.11,11.14,,,,
215,03/22/19 05:30:00 PM,11.11,11.16,,,,
216,03/22/19 05:45:00 PM,11.11,11.16,,,,
217,03/22/19 06:00:00 PM,11.12,11.16,,,,
218,03/22/19 06:15:00 PM,11.11,11.14,,,,
219,03/22/19 06:30:00 PM,11.11,11.14,,,,
220,03/22/19 06:45:00 PM,11.11,11.14,,,,
221,03/22/19 07:00:00 PM,11.11,11.12,,,,
222,03/22/19 07:15:00 PM,11.10,11.10,,,,
223,03/22/19 07:30:00 PM,11.09,11.08,,,,
224,03/22/19 07:45:00 PM,11.10,11.08,,,,
225,03/22/19 08:00:00 PM,11.10,11.04,,,,
226,03/22/19 08:15:00 PM,11.10,11.02,,,,
227,03/22/19 08:30:00 PM,11.09,11.00,,,,
228,03/22/19 08:45:00 PM,11.09,10.98,,,,
229,03/22/19 09:00:00 PM,11.08,10.94,,,,
230,03/22/19 09:15:00 PM,11.08,10.92,,,,
231,03/22/19 09:30:00 PM,11.08,10.90,,,,
232,03/22/19 09:45:00 PM,11.08,10.86,,,,
233,03/22/19 10:00:00 PM,11.07,10.84,,,,
234,03/22/19 10:15:00 PM,11.08,10.80,,,,
235,03/22/19 10:30:00 PM,11.07,10.78,,,,
236,03/22/19 10:45:00 PM,11.06,10.76,,,,
237,03/22/19 11:00:00 PM,11.06,10.74,,,,
238,03/22/19 11:15:00 PM,11.05,10.70,,,,
239,03/22/19 11:30:00 PM,11.05,10.68,,,,
240,03/22/19 11:45:00 PM,11.04,10.66,,,,
241,03/23/19 12:00:00 AM,11.03,10.64,,,,
242,03/23/19 12:15:00 AM,11.02,10.62,,,,
243,03/23/19 12:30:00 AM,11.02,10.60,,,,
244,03/23/19 12:45:00 AM,11.00,10.58,,,,
245,03/23/19 01:00:00 AM,11.00,10.56,,,,
246,03/23/19 01:15:00 AM,10.99,10.54,,,,
247,03/23/19 01:30:00 AM,10.99,10.54,,,,
248,03/23/19 01:45:00 AM,10.98,10.52,,,,
249,03/23/19 02:00:00 AM,10.97,10.52,,,,
250,03/23/19 02:15:00 AM,10.97,10.50,,,,
251,03/23/19 02:30:00 AM,10.96,10.50,,,,
252,03/23/19 02:45:00 AM,10.95,10.50,,,,
253,03/23/19 03:00:00 AM,10.94,10.48,,,,
254,03/23/19 03:15:00 AM,10.94,10.48,,,,
255,03/23/19 03:30:00 AM,10.93,10.48,,,,
256,03/23/19 03:45:00 AM,10.93,10.48,,,,
257,03/23/19 04:00:00 AM,10.93,10.48,,,,
258,03/23/19 04:15:00 AM,10.91,10.48,,,,
259,03/23/19 04:30:00 AM,10.92,10.46,,,,
260,03/23/19 04:45:00 AM,10.92,10.46,,,,
261,03/23/19 05:00:00 AM,10.91,10.46,,,,
262,03/23/19 05:15:00 AM,10.91,10.46,,,,
263,03/23/19 05:30:00 AM,10.90,10.46,,,,
264,03/23/19 05:45:00 AM,10.90,10.44,,,,
265,03/23/19 06:00:00 AM,10.90,10.44,,,,
266,03/23/19 06:15:00 AM,10.90,10.44,,,,
267,03/23/19 06:30:00 AM,10.89,10.44,,,,
268,03/23/19 06:45:00 AM,10.88,10.42,,,,
269,03/23/19 07:00:00 AM,10.89,10.42,,,,
270,03/23/19 07:15:00 AM,10.88,10.42,,,,
271,03/23/19 07:30:00 AM,10.89,10.42,,,,
272,03/23/19 07:45:00 AM,10.88,10.40,,,,
273,03/23/19 08:00:00 AM,10.88,10.40,,,,
274,03/23/19 08:15:00 AM,10.87,10.40,,,,
275,03/23/19 08:30:00 AM,10.88,10.40,,,,
276,03/23/19 08:45:00 AM,10.87,10.40,,,,
277,03/23/19 09:00:00 AM,10.88,10.40,,,,
278,03/23/19 09:15:00 AM,10.87,10.40,,,,
279,03/23/19 09:30:00 AM,10.88,10.40,,,,
280,03/23/19 09:45:00 AM,10.87,10.42,,,,
281,03/23/19 10:00:00 AM,10.88,10.44,,,,
282,03/23/19 10:15:00 AM,10.87,10.44,,,,
283,03/23/19 10:30:00 AM,10.89,10.46,,,,
284,03/23/19 10:45:00 AM,10.88,10.48,,,,
285,03/23/19 11:00:00 AM,10.87,10.50,,,,
286,03/23/19 11:15:00 AM,10.89,10.52,,,,
287,03/23/19 11:30:00 AM,10.90,10.54,,,,
288,03/23/19 11:45:00 AM,10.91,10.58,,,,
289,03/23/19 12:00:00 PM,10.91,10.60,,,,
290,03/23/19 12:15:00 PM,10.92,10.64,,,,
291,03/23/19 12:30:00 PM,10.92,10.68,,,,
292,03/23/19 12:45:00 PM,10.94,10.72,,,,
293,03/23/19 01:00:00 PM,10.95,10.78,,,,
294,03/23/19 01:15:00 PM,10.96,10.82,,,,
295,03/23/19 01:30:00 PM,10.97,10.88,,,,
296,03/23/19 01:45:00 PM,10.97,10.92,,,,
297,03/23/19 02:00:00 PM,10.99,10.98,,,,
298,03/23/19 02:15:00 PM,10.98,11.02,,,,
299,03/23/19 02:30:00 PM,10.99,11.08,,,,
300,03/23/19 02:45:00 PM,10.99,11.12,,,,
301,03/23/19 03:00:00 PM,11.00,11.16,,,,
302,03/23/19 03:15:00 PM,11.02,11.20,,,,
303,03/23/19 03:30:00 PM,11.00,11.24,,,,
304,03/23/19 03:45:00 PM,11.00,11.28,,,,
305,03/23/19 04:00:00 PM,11.00,11.32,,,,
306,03/23/19 04:15:00 PM,11.00,11.36,,,,
307,03/23/19 04:30:00 PM,10.99,11.38,,,,
308,03/23/19 04:45:00 PM,11.00,11.42,,,,
309,03/23/19 05:00:00 PM,10.99,11.44,,,,
310,03/23/19 05:15:00 PM,10.99,11.46,,,,
311,03/23/19 05:30:00 PM,10.99,11.48,,,,
312,03/23/19 05:45:00 PM,10.98,11.50,,,,
313,03/23/19 06:00:00 PM,10.97,11.52,,,,
314,03/23/19 06:15:00 PM,10.97,11.54,,,,
315,03/23/19 06:30:00 PM,10.97,11.54,,,,
316,03/23/19 06:45:00 PM,10.96,11.56,,,,
317,03/23/19 07:00:00 PM,10.95,11.56,,,,
318,03/23/19 07:15:00 PM,10.94,11.56,,,,
319,03/23/19 07:30:00 PM,10.94,11.56,,,,
320,03/23/19 07:45:00 PM,10.94,11.56,,,,
321,03/23/19 08:00:00 PM,10.93,11.56,,,,
322,03/23/19 08:15:00 PM,10.93,11.56,,,,
323,03/23/19 08:30:00 PM,10.94,11.56,,,,
324,03/23/19 08:45:00 PM,10.93,11.56,,,,
325,03/23/19 09:00:00 PM,10.91,11.56,,,,
326,03/23/19 09:15:00 PM,10.90,11.56,,,,
327,03/23/19 09:30:00 PM,10.91,11.56,,,,
328,03/23/19 09:45:00 PM,10.90,11.54,,,,
329,03/23/19 10:00:00 PM,10.88,11.52,,,,
330,03/23/19 10:15:00 PM,10.87,11.50,,,,
331,03/23/19 10:30:00 PM,10.85,11.48,,,,
332,03/23/19 10:45:00 PM,10.84,11.46,,,,
333,03/23/19 11:00:00 PM,10.85,11.46,,,,
334,03/23/19 11:15:00 PM,10.85,11.44,,,,
335,03/23/19 11:30:00 PM,10.82,11.44,,,,
336,03/23/19 11:45:00 PM,10.82,11.42,,,,
337,03/24/19 12:00:00 AM,10.80,11.42,,,,
338,03/24/19 12:15:00 AM,10.80,11.40,,,,
339,03/24/19 12:30:00 AM,10.78,11.40,,,,
340,03/24/19 12:45:00 AM,10.77,11.38,,,,
341,03/24/19 01:00:00 AM,10.77,11.36,,,,
342,03/24/19 01:15:00 AM,10.75,11.34,,,,
343,03/24/19 01:30:00 AM,10.75,11.32,,,,
344,03/24/19 01:45:00 AM,10.74,11.30,,,,
345,03/24/19 02:00:00 AM,10.74,11.28,,,,
346,03/24/19 02:15:00 AM,10.73,11.26,,,,
347,03/24/19 02:30:00 AM,10.71,11.24,,,,
348,03/24/19 02:45:00 AM,10.71,11.22,,,,
349,03/24/19 03:00:00 AM,10.70,11.20,,,,
350,03/24/19 03:15:00 AM,10.69,11.20,,,,
351,03/24/19 03:30:00 AM,10.69,11.18,,,,
352,03/24/19 03:45:00 AM,10.67,11.16,,,,
353,03/24/19 04:00:00 AM,10.69,11.16,,,,
354,03/24/19 04:15:00 AM,10.67,11.14,,,,
355,03/24/19 04:30:00 AM,10.66,11.12,,,,
356,03/24/19 04:45:00 AM,10.66,11.10,,,,
357,03/24/19 05:00:00 AM,10.66,11.08,,,,
358,03/24/19 05:15:00 AM,10.66,11.08,,,,
359,03/24/19 05:30:00 AM,10.65,11.06,,,,
360,03/24/19 05:45:00 AM,10.66,11.04,,,,
361,03/24/19 06:00:00 AM,10.65,11.02,,,,
362,03/24/19 06:15:00 AM,10.66,11.00,,,,
363,03/24/19 06:30:00 AM,10.66,11.00,,,,
364,03/24/19 06:45:00 AM,10.66,10.98,,,,
365,03/24/19 07:00:00 AM,10.66,10.96,,,,
366,03/24/19 07:15:00 AM,10.66,10.94,,,,
367,03/24/19 07:30:00 AM,10.65,10.94,,,,
368,03/24/19 07:45:00 AM,10.67,10.92,,,,
369,03/24/19 08:00:00 AM,10.67,10.90,,,,
370,03/24/19 08:15:00 AM,10.67,10.88,,,,
371,03/24/19 08:30:00 AM,10.67,10.88,,,,
372,03/24/19 08:45:00 AM,10.68,10.86,,,,
373,03/24/19 09:00:00 AM,10.69,10.84,,,,
374,03/24/19 09:15:00 AM,10.69,10.84,,,,
375,03/24/19 09:30:00 AM,10.70,10.84,,,,
376,03/24/19 09:45:00 AM,10.72,10.84,,,,
377,03/24/19 10:00:00 AM,10.72,10.84,,,,
378,03/24/19 10:15:00 AM,10.74,10.84,,,,
379,03/24/19 10:30:00 AM,10.74,10.84,,,,
380,03/24/19 10:45:00 AM,10.75,10.84,,,,
381,03/24/19 11:00:00 AM,10.76,10.84,,,,
382,03/24/19 11:15:00 AM,10.77,10.86,,,,
383,03/24/19 11:30:00 AM,10.78,10.88,,,,
384,03/24/19 11:45:00 AM,10.79,10.90,,,,
385,03/24/19 12:00:00 PM,10.80,10.92,,,,
386,03/24/19 12:15:00 PM,10.82,10.94,,,,
387,03/24/19 12:30:00 PM,10.83,10.96,,,,
388,03/24/19 12:45:00 PM,10.85,10.98,,,,
389,03/24/19 01:00:00 PM,10.86,11.02,,,,
390,03/24/19 01:15:00 PM,10.87,11.04,,,,
391,03/24/19 01:30:00 PM,10.88,11.08,,,,
392,03/24/19 01:45:00 PM,10.90,11.10,,,,
393,03/24/19 02:00:00 PM,10.91,11.14,,,,
394,03/24/19 02:15:00 PM,10.93,11.18,,,,
395,03/24/19 02:30:00 PM,10.93,11.22,,,,
396,03/24/19 02:45:00 PM,10.95,11.26,,,,
397,03/24/19 03:00:00 PM,10.95,11.30,,,,
398,03/24/19 03:15:00 PM,10.96,11.32,,,,
399,03/24/19 03:30:00 PM,10.99,11.36,,,,
400,03/24/19 03:45:00 PM,10.97,11.40,,,,
401,03/24/19 04:00:00 PM,10.99,11.42,,,,
402,03/24/19 04:15:00 PM,11.00,11.44,,,,
403,03/24/19 04:30:00 PM,11.02,11.48,,,,
404,03/24/19 04:45:00 PM,11.00,11.52,,,,
405,03/24/19 05:00:00 PM,11.02,11.54,,,,
406,03/24/19 05:15:00 PM,11.04,11.56,,,,
407,03/24/19 05:30:00 PM,11.03,11.60,,,,
408,03/24/19 05:45:00 PM,11.03,11.62,,,,
409,03/24/19 06:00:00 PM,11.03,11.64,,,,
410,03/24/19 06:15:00 PM,11.02,11.66,,,,
411,03/24/19 06:30:00 PM,11.04,11.68,,,,
412,03/24/19 06:45:00 PM,11.04,11.70,,,,
413,03/24/19 07:00:00 PM,11.02,11.72,,,,
414,03/24/19 07:15:00 PM,11.00,11.74,,,,
415,03/24/19 07:30:00 PM,10.98,11.76,,,,
416,03/24/19 07:45:00 PM,10.97,11.76,,,,
417,03/24/19 08:00:00 PM,10.96,11.78,,,,
418,03/24/19 08:15:00 PM,10.94,11.78,,,,
419,03/24/19 08:30:00 PM,10.93,11.78,,,,
420,03/24/19 08:45:00 PM,10.94,11.78,,,,
421,03/24/19 09:00:00 PM,10.94,11.78,,,,
422,03/24/19 09:15:00 PM,10.93,11.78,,,,
423,03/24/19 09:30:00 PM,10.92,11.76,,,,
424,03/24/19 09:45:00 PM,10.92,11.76,,,,
425,03/24/19 10:00:00 PM,10.91,11.74,,,,
426,03/24/19 10:15:00 PM,10.90,11.72,,,,
427,03/24/19 10:30:00 PM,10.90,11.70,,,,
428,03/24/19 10:45:00 PM,10.89,11.68,,,,
429,03/24/19 11:00:00 PM,10.89,11.64,,,,
430,03/24/19 11:15:00 PM,10.89,11.62,,,,
431,03/24/19 11:30:00 PM,10.87,11.58,,,,
432,03/24/19 11:45:00 PM,10.86,11.56,,,,
433,03/25/19 12:00:00 AM,10.85,11.52,,,,
434,03/25/19 12:15:00 AM,10.85,11.50,,,,
435,03/25/19 12:30:00 AM,10.85,11.46,,,,
436,03/25/19 12:45:00 AM,10.83,11.44,,,,
437,03/25/19 01:00:00 AM,10.82,11.40,,,,
438,03/25/19 01:15:00 AM,10.82,11.38,,,,
439,03/25/19 01:30:00 AM,10.81,11.34,,,,
440,03/25/19 01:45:00 AM,10.79,11.32,,,,
441,03/25/19 02:00:00 AM,10.79,11.28,,,,
442,03/25/19 02:15:00 AM,10.79,11.26,,,,
443,03/25/19 02:30:00 AM,10.77,11.22,,,,
444,03/25/19 02:45:00 AM,10.77,11.20,,,,
445,03/25/19 03:00:00 AM,10.76,11.18,,,,
446,03/25/19 03:15:00 AM,10.75,11.16,,,,
447,03/25/19 03:30:00 AM,10.74,11.14,,,,
448,03/25/19 03:45:00 AM,10.73,11.10,,,,
449,03/25/19 04:00:00 AM,10.73,11.08,,,,
450,03/25/19 04:15:00 AM,10.72,11.06,,,,
451,03/25/19 04:30:00 AM,10.71,11.04,,,,
452,03/25/19 04:45:00 AM,10.71,11.02,,,,
453,03/25/19 05:00:00 AM,10.69,11.00,,,,
454,03/25/19 05:15:00 AM,10.70,10.98,,,,
455,03/25/19 05:30:00 AM,10.69,10.96,,,,
456,03/25/19 05:45:00 AM,10.69,10.96,,,,
457,03/25/19 06:00:00 AM,10.70,10.94,,,,
458,03/25/19 06:15:00 AM,10.68,10.94,,,,
459,03/25/19 06:30:00 AM,10.67,10.92,,,,
460,03/25/19 06:45:00 AM,10.68,10.90,,,,
461,03/25/19 07:00:00 AM,10.68,10.90,,,,
462,03/25/19 07:15:00 AM,10.68,10.88,,,,
463,03/25/19 07:30:00 AM,10.67,10.86,,,,
464,03/25/19 07:45:00 AM,10.68,10.86,,,,
465,03/25/19 08:00:00 AM,10.68,10.84,,,,
466,03/25/19 08:15:00 AM,10.67,10.82,,,,
467,03/25/19 08:30:00 AM,10.68,10.80,,,,
468,03/25/19 08:45:00 AM,10.69,10.80,,,,
469,03/25/19 09:00:00 AM,10.69,10.78,,,,
470,03/25/19 09:15:00 AM,10.71,10.76,,,,
471,03/25/19 09:30:00 AM,10.71,10.76,,,,
472,03/25/19 09:45:00 AM,10.72,10.74,,,,
473,03/25/19 10:00:00 AM,10.72,10.74,,,,
474,03/25/19 10:15:00 AM,10.72,10.74,,,,
475,03/25/19 10:30:00 AM,10.73,10.74,,,,
476,03/25/19 10:45:00 AM,10.74,10.74,,,,
477,03/25/19 11:00:00 AM,10.74,10.74,,,,
